/home/slee/miniconda3/bin/python /home/slee/Desktop/code/mir-hw2/q5.py



tempo / 2 :


Cha Cha
id = 489 , gt =124 , t1 = 246.0938 , t2 =492.1875 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 2.0000 , t1/gt = 1.9846 , t2/gt = 3.9693
id = 364 , gt =177 , t1 = 246.0938 , t2 =258.3984 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0500 , t1/gt = 1.3904 , t2/gt = 1.4599
id = 365 , gt =180 , t1 = 198.7680 , t2 =303.9982 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.5294 , t1/gt = 1.1043 , t2/gt = 1.6889
id = 366 , gt =180 , t1 = 234.9077 , t2 =258.3984 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.1000 , t1/gt = 1.3050 , t2/gt = 1.4355
id = 367 , gt =180 , t1 = 178.2058 , t2 =246.0938 . P-score = 0.6145 , ALOTC = 1 . t1/t2 = 1.3810 , t1/gt = 0.9900 , t2/gt = 1.3672
id = 368 , gt =180 , t1 = 246.0938 , t2 =258.3984 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0500 , t1/gt = 1.3672 , t2/gt = 1.4355
id = 369 , gt =180 , t1 = 178.2058 , t2 =322.9980 . P-score = 0.4778 , ALOTC = 1 . t1/t2 = 1.8125 , t1/gt = 0.9900 , t2/gt = 1.7944
id = 370 , gt =180 , t1 = 184.5703 , t2 =344.5312 . P-score = 0.5848 , ALOTC = 1 . t1/t2 = 1.8667 , t1/gt = 1.0254 , t2/gt = 1.9141
id = 371 , gt =180 , t1 = 178.2058 , t2 =184.5703 . P-score = 1.0000 , ALOTC = 1 . t1/t2 = 1.0357 , t1/gt = 0.9900 , t2/gt = 1.0254
id = 372 , gt =180 , t1 = 178.2058 , t2 =303.9982 . P-score = 0.5785 , ALOTC = 1 . t1/t2 = 1.7059 , t1/gt = 0.9900 , t2/gt = 1.6889
id = 373 , gt =174 , t1 = 271.9984 , t2 =303.9982 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.1176 , t1/gt = 1.5632 , t2/gt = 1.7471
id = 374 , gt =177 , t1 = 178.2058 , t2 =246.0938 . P-score = 0.5730 , ALOTC = 1 . t1/t2 = 1.3810 , t1/gt = 1.0068 , t2/gt = 1.3904
id = 375 , gt =177 , t1 = 234.9077 , t2 =271.9984 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.1579 , t1/gt = 1.3272 , t2/gt = 1.5367
id = 376 , gt =177 , t1 = 271.9984 , t2 =287.1094 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0556 , t1/gt = 1.5367 , t2/gt = 1.6221
id = 377 , gt =177 , t1 = 234.9077 , t2 =344.5312 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.4667 , t1/gt = 1.3272 , t2/gt = 1.9465
id = 378 , gt =177 , t1 = 234.9077 , t2 =246.0938 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0476 , t1/gt = 1.3272 , t2/gt = 1.3904
id = 379 , gt =177 , t1 = 178.2058 , t2 =234.9077 . P-score = 0.6377 , ALOTC = 1 . t1/t2 = 1.3182 , t1/gt = 1.0068 , t2/gt = 1.3272
id = 380 , gt =177 , t1 = 178.2058 , t2 =258.3984 . P-score = 0.7492 , ALOTC = 1 . t1/t2 = 1.4500 , t1/gt = 1.0068 , t2/gt = 1.4599
id = 381 , gt =174 , t1 = 322.9980 , t2 =344.5312 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0667 , t1/gt = 1.8563 , t2/gt = 1.9801
id = 382 , gt =177 , t1 = 178.2058 , t2 =344.5312 . P-score = 0.5063 , ALOTC = 1 . t1/t2 = 1.9333 , t1/gt = 1.0068 , t2/gt = 1.9465
id = 383 , gt =177 , t1 = 178.2058 , t2 =234.9077 . P-score = 0.6970 , ALOTC = 1 . t1/t2 = 1.3182 , t1/gt = 1.0068 , t2/gt = 1.3272
id = 384 , gt =177 , t1 = 234.9077 , t2 =344.5312 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.4667 , t1/gt = 1.3272 , t2/gt = 1.9465
id = 385 , gt =177 , t1 = 234.9077 , t2 =344.5312 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.4667 , t1/gt = 1.3272 , t2/gt = 1.9465
id = 386 , gt =177 , t1 = 178.2058 , t2 =234.9077 . P-score = 0.5091 , ALOTC = 1 . t1/t2 = 1.3182 , t1/gt = 1.0068 , t2/gt = 1.3272
id = 387 , gt =174 , t1 = 234.9077 , t2 =344.5312 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.4667 , t1/gt = 1.3500 , t2/gt = 1.9801
id = 388 , gt =177 , t1 = 184.5703 , t2 =322.9980 . P-score = 0.5953 , ALOTC = 1 . t1/t2 = 1.7500 , t1/gt = 1.0428 , t2/gt = 1.8248
id = 389 , gt =174 , t1 = 234.9077 , t2 =322.9980 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.3750 , t1/gt = 1.3500 , t2/gt = 1.8563
id = 390 , gt =177 , t1 = 178.2058 , t2 =344.5312 . P-score = 0.5348 , ALOTC = 1 . t1/t2 = 1.9333 , t1/gt = 1.0068 , t2/gt = 1.9465
id = 391 , gt =177 , t1 = 246.0938 , t2 =322.9980 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.3125 , t1/gt = 1.3904 , t2/gt = 1.8248
id = 392 , gt =180 , t1 = 184.5703 , t2 =344.5312 . P-score = 0.5515 , ALOTC = 1 . t1/t2 = 1.8667 , t1/gt = 1.0254 , t2/gt = 1.9141
id = 393 , gt =180 , t1 = 178.2058 , t2 =184.5703 . P-score = 1.0000 , ALOTC = 1 . t1/t2 = 1.0357 , t1/gt = 0.9900 , t2/gt = 1.0254
id = 394 , gt =180 , t1 = 184.5703 , t2 =287.1094 . P-score = 0.3625 , ALOTC = 1 . t1/t2 = 1.5556 , t1/gt = 1.0254 , t2/gt = 1.5951
id = 395 , gt =180 , t1 = 198.7680 , t2 =234.9077 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.1818 , t1/gt = 1.1043 , t2/gt = 1.3050
id = 396 , gt =174 , t1 = 234.9077 , t2 =344.5312 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.4667 , t1/gt = 1.3500 , t2/gt = 1.9801
id = 397 , gt =174 , t1 = 224.6943 , t2 =234.9077 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0455 , t1/gt = 1.2913 , t2/gt = 1.3500
id = 398 , gt =180 , t1 = 234.9077 , t2 =344.5312 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.4667 , t1/gt = 1.3050 , t2/gt = 1.9141
id = 399 , gt =180 , t1 = 215.3320 , t2 =234.9077 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0909 , t1/gt = 1.1963 , t2/gt = 1.3050
id = 400 , gt =180 , t1 = 178.2058 , t2 =184.5703 . P-score = 1.0000 , ALOTC = 1 . t1/t2 = 1.0357 , t1/gt = 0.9900 , t2/gt = 1.0254
id = 401 , gt =174 , t1 = 303.9982 , t2 =344.5312 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.1333 , t1/gt = 1.7471 , t2/gt = 1.9801
id = 402 , gt =177 , t1 = 234.9077 , t2 =246.0938 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0476 , t1/gt = 1.3272 , t2/gt = 1.3904
- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - Viennese Waltz : avg.P-score = 0.3396 , avg.ALOTC = 0.4923
- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - avg.t2/t1 = 1.3613
- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - avg.t1/gt = 1.2156
- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - avg.t2/gt = 1.6158
Slow Waltz
id = 228 , gt = 87 , t1 = 246.0938 , t2 =271.9984 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.1053 , t1/gt = 2.8287 , t2/gt = 3.1264
id = 229 , gt = 87 , t1 = 234.9077 , t2 =258.3984 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.1000 , t1/gt = 2.7001 , t2/gt = 2.9701
id = 230 , gt = 87 , t1 = 246.0938 , t2 =258.3984 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0500 , t1/gt = 2.8287 , t2/gt = 2.9701
id = 231 , gt = 87 , t1 = 178.2058 , t2 =322.9980 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.8125 , t1/gt = 2.0483 , t2/gt = 3.7126
id = 232 , gt = 87 , t1 = 246.0938 , t2 =258.3984 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0500 , t1/gt = 2.8287 , t2/gt = 2.9701
id = 233 , gt = 84 , t1 = 234.9077 , t2 =322.9980 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.3750 , t1/gt = 2.7965 , t2/gt = 3.8452
id = 234 , gt = 84 , t1 = 166.7087 , t2 =322.9980 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.9375 , t1/gt = 1.9846 , t2/gt = 3.8452
id = 235 , gt = 84 , t1 = 172.2656 , t2 =224.6943 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.3043 , t1/gt = 2.0508 , t2/gt = 2.6749
id = 236 , gt = 87 , t1 = 224.6943 , t2 =246.0938 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0952 , t1/gt = 2.5827 , t2/gt = 2.8287
id = 237 , gt = 87 , t1 = 246.0938 , t2 =258.3984 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0500 , t1/gt = 2.8287 , t2/gt = 2.9701
id = 238 , gt = 87 , t1 = 215.3320 , t2 =258.3984 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.2000 , t1/gt = 2.4751 , t2/gt = 2.9701
id = 239 , gt = 87 , t1 = 172.2656 , t2 =178.2058 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0345 , t1/gt = 1.9801 , t2/gt = 2.0483
id = 240 , gt = 87 , t1 = 178.2058 , t2 =344.5312 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.9333 , t1/gt = 2.0483 , t2/gt = 3.9601
id = 241 , gt = 84 , t1 = 234.9077 , t2 =258.3984 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.1000 , t1/gt = 2.7965 , t2/gt = 3.0762
id = 242 , gt = 87 , t1 = 246.0938 , t2 =271.9984 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.1053 , t1/gt = 2.8287 , t2/gt = 3.1264
id = 243 , gt = 87 , t1 = 172.2656 , t2 =258.3984 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.5000 , t1/gt = 1.9801 , t2/gt = 2.9701
id = 244 , gt = 87 , t1 = 172.2656 , t2 =178.2058 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0345 , t1/gt = 1.9801 , t2/gt = 2.0483
id = 245 , gt = 87 , t1 = 172.2656 , t2 =246.0938 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.4286 , t1/gt = 1.9801 , t2/gt = 2.8287
id = 246 , gt = 87 , t1 = 258.3984 , t2 =287.1094 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.1111 , t1/gt = 2.9701 , t2/gt = 3.3001
id = 247 , gt = 87 , t1 = 234.9077 , t2 =258.3984 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.1000 , t1/gt = 2.7001 , t2/gt = 2.9701
id = 248 , gt = 87 , t1 = 246.0938 , t2 =258.3984 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0500 , t1/gt = 2.8287 , t2/gt = 2.9701
id = 249 , gt = 87 , t1 = 246.0938 , t2 =258.3984 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0500 , t1/gt = 2.8287 , t2/gt = 2.9701
id = 250 , gt = 87 , t1 = 178.2058 , t2 =303.9982 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.7059 , t1/gt = 2.0483 , t2/gt = 3.4942
id = 251 , gt = 87 , t1 = 224.6943 , t2 =234.9077 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0455 , t1/gt = 2.5827 , t2/gt = 2.7001
id = 252 , gt = 87 , t1 = 178.2058 , t2 =258.3984 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.4500 , t1/gt = 2.0483 , t2/gt = 2.9701
id = 253 , gt = 87 , t1 = 234.9077 , t2 =246.0938 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0476 , t1/gt = 2.7001 , t2/gt = 2.8287
id = 254 , gt = 87 , t1 = 246.0938 , t2 =258.3984 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0500 , t1/gt = 2.8287 , t2/gt = 2.9701
id = 255 , gt = 84 , t1 = 322.9980 , t2 =344.5312 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0667 , t1/gt = 3.8452 , t2/gt = 4.1016
id = 256 , gt = 87 , t1 = 178.2058 , t2 =246.0938 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.3810 , t1/gt = 2.0483 , t2/gt = 2.8287
id = 257 , gt = 87 , t1 = 258.3984 , t2 =271.9984 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0526 , t1/gt = 2.9701 , t2/gt = 3.1264
id = 258 , gt = 84 , t1 = 224.6943 , t2 =258.3984 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.1500 , t1/gt = 2.6749 , t2/gt = 3.0762
id = 259 , gt = 81 , t1 = 246.0938 , t2 =258.3984 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0500 , t1/gt = 3.0382 , t2/gt = 3.1901
id = 260 , gt = 87 , t1 = 234.9077 , t2 =246.0938 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0476 , t1/gt = 2.7001 , t2/gt = 2.8287
id = 261 , gt = 87 , t1 = 172.2656 , t2 =344.5312 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 2.0000 , t1/gt = 1.9801 , t2/gt = 3.9601
id = 262 , gt = 87 , t1 = 258.3984 , t2 =344.5312 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.3333 , t1/gt = 2.9701 , t2/gt = 3.9601
id = 263 , gt = 87 , t1 = 234.9077 , t2 =246.0938 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0476 , t1/gt = 2.7001 , t2/gt = 2.8287
id = 264 , gt = 87 , t1 = 246.0938 , t2 =258.3984 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0500 , t1/gt = 2.8287 , t2/gt = 2.9701
id = 265 , gt = 84 , t1 = 234.9077 , t2 =258.3984 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.1000 , t1/gt = 2.7965 , t2/gt = 3.0762
id = 266 , gt = 84 , t1 = 234.9077 , t2 =246.0938 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0476 , t1/gt = 2.7965 , t2/gt = 2.9297
id = 267 , gt = 84 , t1 = 246.0938 , t2 =258.3984 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0500 , t1/gt = 2.9297 , t2/gt = 3.0762
id = 268 , gt = 84 , t1 = 322.9980 , t2 =344.5312 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0667 , t1/gt = 3.8452 , t2/gt = 4.1016
id = 269 , gt = 84 , t1 = 246.0938 , t2 =258.3984 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0500 , t1/gt = 2.9297 , t2/gt = 3.0762
id = 270 , gt = 84 , t1 = 246.0938 , t2 =303.9982 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.2353 , t1/gt = 2.9297 , t2/gt = 3.6190
id = 271 , gt = 84 , t1 = 271.9984 , t2 =287.1094 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0556 , t1/gt = 3.2381 , t2/gt = 3.4180
id = 272 , gt = 87 , t1 = 246.0938 , t2 =258.3984 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0500 , t1/gt = 2.8287 , t2/gt = 2.9701
id = 273 , gt = 84 , t1 = 166.7087 , t2 =246.0938 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.4762 , t1/gt = 1.9846 , t2/gt = 2.9297
id = 274 , gt = 87 , t1 = 172.2656 , t2 =344.5312 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 2.0000 , t1/gt = 1.9801 , t2/gt = 3.9601
id = 275 , gt = 84 , t1 = 246.0938 , t2 =322.9980 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.3125 , t1/gt = 2.9297 , t2/gt = 3.8452
id = 276 , gt = 87 , t1 = 234.9077 , t2 =246.0938 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0476 , t1/gt = 2.7001 , t2/gt = 2.8287
id = 277 , gt = 87 , t1 = 246.0938 , t2 =258.3984 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0500 , t1/gt = 2.8287 , t2/gt = 2.9701
id = 278 , gt = 84 , t1 = 234.9077 , t2 =246.0938 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0476 , t1/gt = 2.7965 , t2/gt = 2.9297
id = 279 , gt = 84 , t1 = 224.6943 , t2 =322.9980 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.4375 , t1/gt = 2.6749 , t2/gt = 3.8452
id = 280 , gt = 87 , t1 = 234.9077 , t2 =344.5312 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.4667 , t1/gt = 2.7001 , t2/gt = 3.9601
id = 281 , gt = 84 , t1 = 166.7087 , t2 =246.0938 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.4762 , t1/gt = 1.9846 , t2/gt = 2.9297
id = 282 , gt = 87 , t1 = 303.9982 , t2 =322.9980 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0625 , t1/gt = 3.4942 , t2/gt = 3.7126
id = 283 , gt = 87 , t1 = 322.9980 , t2 =344.5312 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0667 , t1/gt = 3.7126 , t2/gt = 3.9601
id = 284 , gt = 87 , t1 = 224.6943 , t2 =234.9077 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0455 , t1/gt = 2.5827 , t2/gt = 2.7001
id = 285 , gt = 87 , t1 = 246.0938 , t2 =271.9984 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.1053 , t1/gt = 2.8287 , t2/gt = 3.1264
id = 286 , gt = 84 , t1 = 166.7087 , t2 =172.2656 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0333 , t1/gt = 1.9846 , t2/gt = 2.0508
id = 287 , gt = 84 , t1 = 322.9980 , t2 =344.5312 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0667 , t1/gt = 3.8452 , t2/gt = 4.1016
id = 288 , gt = 87 , t1 = 184.5703 , t2 =258.3984 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.4000 , t1/gt = 2.1215 , t2/gt = 2.9701
id = 289 , gt = 87 , t1 = 322.9980 , t2 =344.5312 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0667 , t1/gt = 3.7126 , t2/gt = 3.9601
id = 290 , gt = 87 , t1 = 172.2656 , t2 =258.3984 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.5000 , t1/gt = 1.9801 , t2/gt = 2.9701
id = 291 , gt = 84 , t1 = 224.6943 , t2 =234.9077 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0455 , t1/gt = 2.6749 , t2/gt = 2.7965
id = 292 , gt = 87 , t1 = 234.9077 , t2 =344.5312 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.4667 , t1/gt = 2.7001 , t2/gt = 3.9601
id = 293 , gt = 87 , t1 = 224.6943 , t2 =258.3984 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.1500 , t1/gt = 2.5827 , t2/gt = 2.9701
id = 294 , gt = 87 , t1 = 172.2656 , t2 =344.5312 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 2.0000 , t1/gt = 1.9801 , t2/gt = 3.9601
id = 295 , gt = 84 , t1 = 166.7087 , t2 =172.2656 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0333 , t1/gt = 1.9846 , t2/gt = 2.0508
id = 296 , gt = 87 , t1 = 246.0938 , t2 =258.3984 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0500 , t1/gt = 2.8287 , t2/gt = 2.9701
id = 297 , gt = 87 , t1 = 172.2656 , t2 =344.5312 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 2.0000 , t1/gt = 1.9801 , t2/gt = 3.9601
id = 298 , gt = 87 , t1 = 258.3984 , t2 =344.5312 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.3333 , t1/gt = 2.9701 , t2/gt = 3.9601
id = 299 , gt = 87 , t1 = 322.9980 , t2 =344.5312 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0667 , t1/gt = 3.7126 , t2/gt = 3.9601
id = 300 , gt = 87 , t1 = 246.0938 , t2 =344.5312 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.4000 , t1/gt = 2.8287 , t2/gt = 3.9601
id = 301 , gt = 84 , t1 = 166.7087 , t2 =322.9980 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.9375 , t1/gt = 1.9846 , t2/gt = 3.8452
id = 302 , gt = 84 , t1 = 246.0938 , t2 =258.3984 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0500 , t1/gt = 2.9297 , t2/gt = 3.0762
id = 303 , gt = 84 , t1 = 246.0938 , t2 =258.3984 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0500 , t1/gt = 2.9297 , t2/gt = 3.0762
id = 304 , gt = 87 , t1 = 234.9077 , t2 =246.0938 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0476 , t1/gt = 2.7001 , t2/gt = 2.8287
id = 305 , gt = 90 , t1 = 178.2058 , t2 =344.5312 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.9333 , t1/gt = 1.9801 , t2/gt = 3.8281
id = 306 , gt = 87 , t1 = 234.9077 , t2 =258.3984 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.1000 , t1/gt = 2.7001 , t2/gt = 2.9701
id = 307 , gt = 84 , t1 = 224.6943 , t2 =234.9077 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0455 , t1/gt = 2.6749 , t2/gt = 2.7965
id = 308 , gt = 90 , t1 = 246.0938 , t2 =344.5312 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.4000 , t1/gt = 2.7344 , t2/gt = 3.8281
id = 309 , gt = 84 , t1 = 166.7087 , t2 =258.3984 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.5500 , t1/gt = 1.9846 , t2/gt = 3.0762
id = 310 , gt = 84 , t1 = 303.9982 , t2 =344.5312 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.1333 , t1/gt = 3.6190 , t2/gt = 4.1016
id = 311 , gt = 84 , t1 = 322.9980 , t2 =344.5312 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0667 , t1/gt = 3.8452 , t2/gt = 4.1016
id = 312 , gt = 84 , t1 = 287.1094 , t2 =344.5312 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.2000 , t1/gt = 3.4180 , t2/gt = 4.1016
id = 313 , gt = 84 , t1 = 178.2058 , t2 =234.9077 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.3182 , t1/gt = 2.1215 , t2/gt = 2.7965
id = 314 , gt = 84 , t1 = 258.3984 , t2 =322.9980 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.2500 , t1/gt = 3.0762 , t2/gt = 3.8452
id = 315 , gt = 84 , t1 = 166.7087 , t2 =224.6943 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.3478 , t1/gt = 1.9846 , t2/gt = 2.6749
id = 316 , gt = 84 , t1 = 322.9980 , t2 =344.5312 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0667 , t1/gt = 3.8452 , t2/gt = 4.1016
id = 317 , gt = 84 , t1 = 178.2058 , t2 =344.5312 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.9333 , t1/gt = 2.1215 , t2/gt = 4.1016
id = 318 , gt = 91 , t1 = 178.2058 , t2 =271.9984 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.5263 , t1/gt = 1.9583 , t2/gt = 2.9890
id = 319 , gt = 90 , t1 = 178.2058 , t2 =258.3984 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.4500 , t1/gt = 1.9801 , t2/gt = 2.8711
id = 320 , gt = 84 , t1 = 246.0938 , t2 =271.9984 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.1053 , t1/gt = 2.9297 , t2/gt = 3.2381
id = 321 , gt = 94 , t1 = 234.9077 , t2 =258.3984 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.1000 , t1/gt = 2.4990 , t2/gt = 2.7489
id = 322 , gt = 72 , t1 = 287.1094 , t2 =303.9982 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0588 , t1/gt = 3.9876 , t2/gt = 4.2222
id = 323 , gt = 86 , t1 = 234.9077 , t2 =246.0938 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0476 , t1/gt = 2.7315 , t2/gt = 2.8616
id = 324 , gt = 87 , t1 = 161.4990 , t2 =344.5312 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 2.1333 , t1/gt = 1.8563 , t2/gt = 3.9601
id = 325 , gt = 87 , t1 = 246.0938 , t2 =287.1094 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.1667 , t1/gt = 2.8287 , t2/gt = 3.3001
id = 326 , gt = 87 , t1 = 172.2656 , t2 =178.2058 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0345 , t1/gt = 1.9801 , t2/gt = 2.0483
id = 327 , gt = 87 , t1 = 234.9077 , t2 =246.0938 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0476 , t1/gt = 2.7001 , t2/gt = 2.8287
id = 328 , gt = 87 , t1 = 234.9077 , t2 =258.3984 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.1000 , t1/gt = 2.7001 , t2/gt = 2.9701
id = 329 , gt = 87 , t1 = 246.0938 , t2 =271.9984 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.1053 , t1/gt = 2.8287 , t2/gt = 3.1264
id = 330 , gt = 87 , t1 = 178.2058 , t2 =246.0938 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.3810 , t1/gt = 2.0483 , t2/gt = 2.8287
id = 331 , gt = 87 , t1 = 271.9984 , t2 =344.5312 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.2667 , t1/gt = 3.1264 , t2/gt = 3.9601
id = 332 , gt = 80 , t1 = 234.9077 , t2 =246.0938 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0476 , t1/gt = 2.9363 , t2/gt = 3.0762
