/Users/LEE/anaconda3/python.app/Contents/MacOS/python /Users/LEE/PycharmProjects/mir-hw2/q4.py
Cha Cha
id = 489 , gt =124 , t1 = 123.0469 , t2 =246.0938 . P-score = 0.0523 , ALOTC = 1 . t1/t2 = 2.0000 , t1/gt = 0.9923 , t2/gt = 1.9846
id =  34 , gt =172 , t1 =  86.1328 , t2 =172.2656 . P-score = 0.9547 , ALOTC = 1 . t1/t2 = 2.0000 , t1/gt = 0.5008 , t2/gt = 1.0015
id =  35 , gt =172 , t1 =  86.1328 , t2 =172.2656 . P-score = 0.9699 , ALOTC = 1 . t1/t2 = 2.0000 , t1/gt = 0.5008 , t2/gt = 1.0015
id =  36 , gt =172 , t1 =  86.1328 , t2 =172.2656 . P-score = 0.9055 , ALOTC = 1 . t1/t2 = 2.0000 , t1/gt = 0.5008 , t2/gt = 1.0015
id =  37 , gt =172 , t1 =  86.1328 , t2 =172.2656 . P-score = 0.9801 , ALOTC = 1 . t1/t2 = 2.0000 , t1/gt = 0.5008 , t2/gt = 1.0015
id =  38 , gt =172 , t1 =  86.1328 , t2 =172.2656 . P-score = 0.9527 , ALOTC = 1 . t1/t2 = 2.0000 , t1/gt = 0.5008 , t2/gt = 1.0015
id =  39 , gt =164 , t1 =  80.7495 , t2 =161.4990 . P-score = 0.8902 , ALOTC = 1 . t1/t2 = 2.0000 , t1/gt = 0.4924 , t2/gt = 0.9848
id =  40 , gt =164 , t1 = 107.6660 , t2 =161.4990 . P-score = 0.9141 , ALOTC = 1 . t1/t2 = 1.5000 , t1/gt = 0.6565 , t2/gt = 0.9848
id =  41 , gt =176 , t1 = 123.0469 , t2 =172.2656 . P-score = 0.8730 , ALOTC = 1 . t1/t2 = 1.4000 , t1/gt = 0.6991 , t2/gt = 0.9788
id =  42 , gt =180 , t1 =  89.1029 , t2 =135.9992 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.5263 , t1/gt = 0.4950 , t2/gt = 0.7556
id =  43 , gt =176 , t1 =  86.1328 , t2 = 89.1029 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0345 , t1/gt = 0.4894 , t2/gt = 0.5063
id =  44 , gt =176 , t1 =  89.1029 , t2 =172.2656 . P-score = 0.9535 , ALOTC = 1 . t1/t2 = 1.9333 , t1/gt = 0.5063 , t2/gt = 0.9788
id =  45 , gt =176 , t1 =  89.1029 , t2 =172.2656 . P-score = 0.9504 , ALOTC = 1 . t1/t2 = 1.9333 , t1/gt = 0.5063 , t2/gt = 0.9788
id =  46 , gt =176 , t1 =  89.1029 , t2 =117.4538 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.3182 , t1/gt = 0.5063 , t2/gt = 0.6674
id =  47 , gt =176 , t1 =  89.1029 , t2 =117.4538 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.3182 , t1/gt = 0.5063 , t2/gt = 0.6674
id =  48 , gt =176 , t1 =  89.1029 , t2 =117.4538 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.3182 , t1/gt = 0.5063 , t2/gt = 0.6674
id =  49 , gt =176 , t1 =  89.1029 , t2 =172.2656 . P-score = 0.9447 , ALOTC = 1 . t1/t2 = 1.9333 , t1/gt = 0.5063 , t2/gt = 0.9788
id =  50 , gt =176 , t1 =  89.1029 , t2 =117.4538 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.3182 , t1/gt = 0.5063 , t2/gt = 0.6674
id =  51 , gt =176 , t1 =  89.1029 , t2 =172.2656 . P-score = 0.9509 , ALOTC = 1 . t1/t2 = 1.9333 , t1/gt = 0.5063 , t2/gt = 0.9788
id =  52 , gt =176 , t1 =  89.1029 , t2 =117.4538 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.3182 , t1/gt = 0.5063 , t2/gt = 0.6674
id =  53 , gt =172 , t1 =  86.1328 , t2 =172.2656 . P-score = 0.9608 , ALOTC = 1 . t1/t2 = 2.0000 , t1/gt = 0.5008 , t2/gt = 1.0015
id =  54 , gt =176 , t1 =  89.1029 , t2 =172.2656 . P-score = 0.9629 , ALOTC = 1 . t1/t2 = 1.9333 , t1/gt = 0.5063 , t2/gt = 0.9788
id =  55 , gt =168 , t1 =  83.3543 , t2 =172.2656 . P-score = 0.8926 , ALOTC = 1 . t1/t2 = 2.0667 , t1/gt = 0.4962 , t2/gt = 1.0254
id =  56 , gt =168 , t1 =  83.3543 , t2 =161.4990 . P-score = 0.9586 , ALOTC = 1 . t1/t2 = 1.9375 , t1/gt = 0.4962 , t2/gt = 0.9613
id =  57 , gt =168 , t1 =  83.3543 , t2 =112.3471 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.3478 , t1/gt = 0.4962 , t2/gt = 0.6687
id =  58 , gt =172 , t1 =  86.1328 , t2 =172.2656 . P-score = 0.9778 , ALOTC = 1 . t1/t2 = 2.0000 , t1/gt = 0.5008 , t2/gt = 1.0015
id =  59 , gt =172 , t1 =  86.1328 , t2 =172.2656 . P-score = 0.9530 , ALOTC = 1 . t1/t2 = 2.0000 , t1/gt = 0.5008 , t2/gt = 1.0015
- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - Jive : avg.P-score = 0.7694 , avg.ALOTC = 0.8333
- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - avg.t2/t1 = 1.7219
- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - avg.t1/gt = 0.5766
- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - avg.t2/gt = 0.9550
Quickstep
id =  60 , gt =214 , t1 = 103.3594 , t2 =107.6660 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0417 , t1/gt = 0.4830 , t2/gt = 0.5031
id =  61 , gt =208 , t1 = 103.3594 , t2 =206.7188 . P-score = 0.9715 , ALOTC = 1 . t1/t2 = 2.0000 , t1/gt = 0.4969 , t2/gt = 0.9938
id =  62 , gt =204 , t1 =  99.3840 , t2 =103.3594 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0400 , t1/gt = 0.4872 , t2/gt = 0.5067
id =  63 , gt =200 , t1 =  99.3840 , t2 =103.3594 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0400 , t1/gt = 0.4969 , t2/gt = 0.5168
id =  64 , gt =200 , t1 =  99.3840 , t2 =103.3594 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0400 , t1/gt = 0.4969 , t2/gt = 0.5168
id =  65 , gt =200 , t1 = 103.3594 , t2 =107.6660 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0417 , t1/gt = 0.5168 , t2/gt = 0.5383
id =  66 , gt =200 , t1 = 107.6660 , t2 =129.1992 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.2000 , t1/gt = 0.5383 , t2/gt = 0.6460
id =  67 , gt =200 , t1 =  99.3840 , t2 =103.3594 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0400 , t1/gt = 0.4969 , t2/gt = 0.5168
id =  68 , gt =204 , t1 =  99.3840 , t2 =103.3594 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0400 , t1/gt = 0.4872 , t2/gt = 0.5067
id =  69 , gt =204 , t1 =  99.3840 , t2 =103.3594 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0400 , t1/gt = 0.4872 , t2/gt = 0.5067
id =  70 , gt =200 , t1 =  99.3840 , t2 =103.3594 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0400 , t1/gt = 0.4969 , t2/gt = 0.5168
id =  71 , gt =204 , t1 =  95.7031 , t2 =103.3594 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0800 , t1/gt = 0.4691 , t2/gt = 0.5067
id =  72 , gt =204 , t1 = 103.3594 , t2 =107.6660 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0417 , t1/gt = 0.5067 , t2/gt = 0.5278
id =  73 , gt =204 , t1 =  99.3840 , t2 =103.3594 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0400 , t1/gt = 0.4872 , t2/gt = 0.5067
id =  74 , gt =204 , t1 = 103.3594 , t2 =135.9992 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.3158 , t1/gt = 0.5067 , t2/gt = 0.6667
id =  75 , gt =219 , t1 = 103.3594 , t2 =107.6660 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0417 , t1/gt = 0.4720 , t2/gt = 0.4916
id =  76 , gt =200 , t1 =  99.3840 , t2 =103.3594 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0400 , t1/gt = 0.4969 , t2/gt = 0.5168
id =  77 , gt =204 , t1 =  99.3840 , t2 =103.3594 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0400 , t1/gt = 0.4872 , t2/gt = 0.5067
id =  78 , gt =204 , t1 =  99.3840 , t2 =103.3594 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0400 , t1/gt = 0.4872 , t2/gt = 0.5067
id =  79 , gt =153 , t1 =  99.3840 , t2 =103.3594 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0400 , t1/gt = 0.6496 , t2/gt = 0.6756
id =  80 , gt =153 , t1 =  99.3840 , t2 =103.3594 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0400 , t1/gt = 0.6496 , t2/gt = 0.6756
id =  81 , gt =153 , t1 =  99.3840 , t2 =103.3594 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0400 , t1/gt = 0.6496 , t2/gt = 0.6756
id =  82 , gt =153 , t1 = 103.3594 , t2 =198.7680 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.9231 , t1/gt = 0.6756 , t2/gt = 1.2991
id =  83 , gt =200 , t1 =  99.3840 , t2 =143.5547 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.4444 , t1/gt = 0.4969 , t2/gt = 0.7178
id =  84 , gt =204 , t1 = 103.3594 , t2 =129.1992 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.2500 , t1/gt = 0.5067 , t2/gt = 0.6333
id =  85 , gt =204 , t1 =  99.3840 , t2 =103.3594 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0400 , t1/gt = 0.4872 , t2/gt = 0.5067
id =  86 , gt =200 , t1 =  99.3840 , t2 =123.0469 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.2381 , t1/gt = 0.4969 , t2/gt = 0.6152
id =  87 , gt =204 , t1 = 103.3594 , t2 =123.0469 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.1905 , t1/gt = 0.5067 , t2/gt = 0.6032
id =  88 , gt =204 , t1 =  99.3840 , t2 =103.3594 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0400 , t1/gt = 0.4872 , t2/gt = 0.5067
id =  89 , gt =204 , t1 = 103.3594 , t2 =198.7680 . P-score = 0.9327 , ALOTC = 1 . t1/t2 = 1.9231 , t1/gt = 0.5067 , t2/gt = 0.9744
id =  90 , gt =208 , t1 = 103.3594 , t2 =107.6660 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0417 , t1/gt = 0.4969 , t2/gt = 0.5176
id =  91 , gt =208 , t1 = 103.3594 , t2 =107.6660 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0417 , t1/gt = 0.4969 , t2/gt = 0.5176
id =  92 , gt =208 , t1 = 103.3594 , t2 =184.5703 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.7857 , t1/gt = 0.4969 , t2/gt = 0.8874
id =  93 , gt =208 , t1 = 103.3594 , t2 =107.6660 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0417 , t1/gt = 0.4969 , t2/gt = 0.5176
id =  94 , gt =208 , t1 = 103.3594 , t2 =107.6660 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0417 , t1/gt = 0.4969 , t2/gt = 0.5176
id =  95 , gt =208 , t1 = 103.3594 , t2 =107.6660 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0417 , t1/gt = 0.4969 , t2/gt = 0.5176
id =  96 , gt =208 , t1 = 103.3594 , t2 =107.6660 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0417 , t1/gt = 0.4969 , t2/gt = 0.5176
id =  97 , gt =208 , t1 = 103.3594 , t2 =107.6660 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0417 , t1/gt = 0.4969 , t2/gt = 0.5176
id =  98 , gt =208 , t1 = 103.3594 , t2 =206.7188 . P-score = 0.9687 , ALOTC = 1 . t1/t2 = 2.0000 , t1/gt = 0.4969 , t2/gt = 0.9938
id =  99 , gt =208 , t1 = 103.3594 , t2 =107.6660 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0417 , t1/gt = 0.4969 , t2/gt = 0.5176
id = 100 , gt =208 , t1 = 103.3594 , t2 =198.7680 . P-score = 0.9631 , ALOTC = 1 . t1/t2 = 1.9231 , t1/gt = 0.4969 , t2/gt = 0.9556
id = 101 , gt =204 , t1 =  99.3840 , t2 =103.3594 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0400 , t1/gt = 0.4872 , t2/gt = 0.5067
id = 102 , gt =204 , t1 =  99.3840 , t2 =103.3594 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0400 , t1/gt = 0.4872 , t2/gt = 0.5067
id = 103 , gt =204 , t1 =  99.3840 , t2 =103.3594 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0400 , t1/gt = 0.4872 , t2/gt = 0.5067
id = 104 , gt =204 , t1 =  99.3840 , t2 =103.3594 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0400 , t1/gt = 0.4872 , t2/gt = 0.5067
id = 105 , gt =200 , t1 =  99.3840 , t2 =103.3594 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0400 , t1/gt = 0.4969 , t2/gt = 0.5168
id = 106 , gt =208 , t1 = 103.3594 , t2 =107.6660 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0417 , t1/gt = 0.4969 , t2/gt = 0.5176
id = 107 , gt =208 , t1 = 103.3594 , t2 =107.6660 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0417 , t1/gt = 0.4969 , t2/gt = 0.5176
id = 108 , gt =204 , t1 =  99.3840 , t2 =103.3594 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0400 , t1/gt = 0.4872 , t2/gt = 0.5067
id = 109 , gt =208 , t1 = 103.3594 , t2 =107.6660 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0417 , t1/gt = 0.4969 , t2/gt = 0.5176
id = 110 , gt =204 , t1 =  99.3840 , t2 =103.3594 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0400 , t1/gt = 0.4872 , t2/gt = 0.5067
id = 111 , gt =204 , t1 =  67.9996 , t2 =103.3594 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.5200 , t1/gt = 0.3333 , t2/gt = 0.5067
id = 112 , gt =204 , t1 =  99.3840 , t2 =103.3594 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0400 , t1/gt = 0.4872 , t2/gt = 0.5067
id = 113 , gt =204 , t1 =  99.3840 , t2 =103.3594 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0400 , t1/gt = 0.4872 , t2/gt = 0.5067
id = 114 , gt =200 , t1 =  99.3840 , t2 =103.3594 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0400 , t1/gt = 0.4969 , t2/gt = 0.5168
id = 115 , gt =204 , t1 =  99.3840 , t2 =103.3594 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0400 , t1/gt = 0.4872 , t2/gt = 0.5067
id = 116 , gt =200 , t1 =  99.3840 , t2 =123.0469 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.2381 , t1/gt = 0.4969 , t2/gt = 0.6152
id = 117 , gt =204 , t1 =  99.3840 , t2 =103.3594 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0400 , t1/gt = 0.4872 , t2/gt = 0.5067
id = 118 , gt =204 , t1 =  99.3840 , t2 =103.3594 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0400 , t1/gt = 0.4872 , t2/gt = 0.5067
id = 119 , gt =204 , t1 =  99.3840 , t2 =103.3594 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0400 , t1/gt = 0.4872 , t2/gt = 0.5067
id = 120 , gt =204 , t1 = 103.3594 , t2 =198.7680 . P-score = 0.9466 , ALOTC = 1 . t1/t2 = 1.9231 , t1/gt = 0.5067 , t2/gt = 0.9744
id = 121 , gt =200 , t1 =  99.3840 , t2 =103.3594 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0400 , t1/gt = 0.4969 , t2/gt = 0.5168
id = 122 , gt =208 , t1 = 103.3594 , t2 =107.6660 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0417 , t1/gt = 0.4969 , t2/gt = 0.5176
id = 123 , gt =200 , t1 =  99.3840 , t2 =103.3594 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0400 , t1/gt = 0.4969 , t2/gt = 0.5168
id = 124 , gt =200 , t1 =  99.3840 , t2 =103.3594 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0400 , t1/gt = 0.4969 , t2/gt = 0.5168
id = 125 , gt =204 , t1 = 103.3594 , t2 =123.0469 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.1905 , t1/gt = 0.5067 , t2/gt = 0.6032
id = 126 , gt =208 , t1 = 103.3594 , t2 =129.1992 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.2500 , t1/gt = 0.4969 , t2/gt = 0.6212
id = 127 , gt =200 , t1 =  99.3840 , t2 =198.7680 . P-score = 0.9517 , ALOTC = 1 . t1/t2 = 2.0000 , t1/gt = 0.4969 , t2/gt = 0.9938
id = 128 , gt =200 , t1 =  99.3840 , t2 =103.3594 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0400 , t1/gt = 0.4969 , t2/gt = 0.5168
id = 129 , gt =200 , t1 =  99.3840 , t2 =103.3594 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0400 , t1/gt = 0.4969 , t2/gt = 0.5168
id = 130 , gt =204 , t1 =  99.3840 , t2 =103.3594 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0400 , t1/gt = 0.4872 , t2/gt = 0.5067
id = 131 , gt =200 , t1 =  99.3840 , t2 =123.0469 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.2381 , t1/gt = 0.4969 , t2/gt = 0.6152
id = 132 , gt =204 , t1 =  99.3840 , t2 =198.7680 . P-score = 0.9445 , ALOTC = 1 . t1/t2 = 2.0000 , t1/gt = 0.4872 , t2/gt = 0.9744
id = 133 , gt =204 , t1 =  99.3840 , t2 =103.3594 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0400 , t1/gt = 0.4872 , t2/gt = 0.5067
id = 134 , gt =204 , t1 =  99.3840 , t2 =103.3594 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0400 , t1/gt = 0.4872 , t2/gt = 0.5067
id = 135 , gt =204 , t1 = 103.3594 , t2 =151.9991 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.4706 , t1/gt = 0.5067 , t2/gt = 0.7451
id = 136 , gt =204 , t1 =  99.3840 , t2 =103.3594 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0400 , t1/gt = 0.4872 , t2/gt = 0.5067
id = 137 , gt =204 , t1 =  99.3840 , t2 =103.3594 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0400 , t1/gt = 0.4872 , t2/gt = 0.5067
id = 138 , gt =204 , t1 =  99.3840 , t2 =103.3594 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0400 , t1/gt = 0.4872 , t2/gt = 0.5067
id = 139 , gt =204 , t1 =  99.3840 , t2 =103.3594 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0400 , t1/gt = 0.4872 , t2/gt = 0.5067
id = 140 , gt =204 , t1 =  99.3840 , t2 =103.3594 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0400 , t1/gt = 0.4872 , t2/gt = 0.5067
id = 141 , gt =200 , t1 =  95.7031 , t2 = 99.3840 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0385 , t1/gt = 0.4785 , t2/gt = 0.4969
- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - Quickstep : avg.P-score = 0.0814 , avg.ALOTC = 0.0854
- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - avg.t2/t1 = 1.1772
- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - avg.t1/gt = 0.4999
- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - avg.t2/gt = 0.5893
Rumba
id = 600 , gt =104 , t1 = 103.3594 , t2 =206.7188 . P-score = 0.0723 , ALOTC = 1 . t1/t2 = 2.0000 , t1/gt = 0.9938 , t2/gt = 1.9877
id = 601 , gt =104 , t1 = 103.3594 , t2 =206.7188 . P-score = 0.0589 , ALOTC = 1 . t1/t2 = 2.0000 , t1/gt = 0.9938 , t2/gt = 1.9877
id = 602 , gt =104 , t1 = 103.3594 , t2 =206.7188 . P-score = 0.0337 , ALOTC = 1 . t1/t2 = 2.0000 , t1/gt = 0.9938 , t2/gt = 1.9877
id = 603 , gt =104 , t1 = 103.3594 , t2 =206.7188 . P-score = 0.0665 , ALOTC = 1 . t1/t2 = 2.0000 , t1/gt = 0.9938 , t2/gt = 1.9877
id = 604 , gt =104 , t1 = 103.3594 , t2 =198.7680 . P-score = 0.0786 , ALOTC = 1 . t1/t2 = 1.9231 , t1/gt = 0.9938 , t2/gt = 1.9112
id = 605 , gt = 88 , t1 =  89.1029 , t2 =172.2656 . P-score = 0.0226 , ALOTC = 1 . t1/t2 = 1.9333 , t1/gt = 1.0125 , t2/gt = 1.9576
id = 606 , gt = 92 , t1 =  92.2852 , t2 =123.0469 . P-score = 0.4717 , ALOTC = 1 . t1/t2 = 1.3333 , t1/gt = 1.0031 , t2/gt = 1.3375
id = 607 , gt = 96 , t1 =  95.7031 , t2 = 99.3840 . P-score = 1.0000 , ALOTC = 1 . t1/t2 = 1.0385 , t1/gt = 0.9969 , t2/gt = 1.0353
id = 608 , gt =100 , t1 =  99.3840 , t2 =103.3594 . P-score = 1.0000 , ALOTC = 1 . t1/t2 = 1.0400 , t1/gt = 0.9938 , t2/gt = 1.0336
id = 609 , gt = 96 , t1 =  95.7031 , t2 =129.1992 . P-score = 0.5700 , ALOTC = 1 . t1/t2 = 1.3500 , t1/gt = 0.9969 , t2/gt = 1.3458
id = 610 , gt =100 , t1 =  99.3840 , t2 =135.9992 . P-score = 0.0495 , ALOTC = 1 . t1/t2 = 1.3684 , t1/gt = 0.9938 , t2/gt = 1.3600
id = 611 , gt =100 , t1 =  99.3840 , t2 =198.7680 . P-score = 0.0458 , ALOTC = 1 . t1/t2 = 2.0000 , t1/gt = 0.9938 , t2/gt = 1.9877
id = 612 , gt =100 , t1 =  99.3840 , t2 =123.0469 . P-score = 0.5685 , ALOTC = 1 . t1/t2 = 1.2381 , t1/gt = 0.9938 , t2/gt = 1.2305
id = 613 , gt = 84 , t1 = 161.4990 , t2 =172.2656 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0667 , t1/gt = 1.9226 , t2/gt = 2.0508
id = 614 , gt =100 , t1 =  95.7031 , t2 = 99.3840 . P-score = 1.0000 , ALOTC = 1 . t1/t2 = 1.0385 , t1/gt = 0.9570 , t2/gt = 0.9938
id = 615 , gt =122 , t1 = 117.4538 , t2 =123.0469 . P-score = 1.0000 , ALOTC = 1 . t1/t2 = 1.0476 , t1/gt = 0.9627 , t2/gt = 1.0086
id = 616 , gt =122 , t1 = 117.4538 , t2 =123.0469 . P-score = 1.0000 , ALOTC = 1 . t1/t2 = 1.0476 , t1/gt = 0.9627 , t2/gt = 1.0086
id = 617 , gt = 84 , t1 =  83.3543 , t2 =172.2656 . P-score = 0.0483 , ALOTC = 1 . t1/t2 = 2.0667 , t1/gt = 0.9923 , t2/gt = 2.0508
id = 618 , gt = 96 , t1 =  92.2852 , t2 = 95.7031 . P-score = 1.0000 , ALOTC = 1 . t1/t2 = 1.0370 , t1/gt = 0.9613 , t2/gt = 0.9969
id = 619 , gt = 96 , t1 =  95.7031 , t2 =191.4062 . P-score = 0.0182 , ALOTC = 1 . t1/t2 = 2.0000 , t1/gt = 0.9969 , t2/gt = 1.9938
id = 620 , gt = 96 , t1 =  95.7031 , t2 =191.4062 . P-score = 0.0477 , ALOTC = 1 . t1/t2 = 2.0000 , t1/gt = 0.9969 , t2/gt = 1.9938
id = 621 , gt =108 , t1 =  95.7031 , t2 =184.5703 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.9286 , t1/gt = 0.8861 , t2/gt = 1.7090
id = 622 , gt =100 , t1 =  99.3840 , t2 =198.7680 . P-score = 0.0878 , ALOTC = 1 . t1/t2 = 2.0000 , t1/gt = 0.9938 , t2/gt = 1.9877
id = 623 , gt = 88 , t1 =  86.1328 , t2 =172.2656 . P-score = 0.0580 , ALOTC = 1 . t1/t2 = 2.0000 , t1/gt = 0.9788 , t2/gt = 1.9576
id = 624 , gt =120 , t1 =  89.1029 , t2 = 92.2852 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0357 , t1/gt = 0.7425 , t2/gt = 0.7690
id = 625 , gt =120 , t1 =  86.1328 , t2 =172.2656 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 2.0000 , t1/gt = 0.7178 , t2/gt = 1.4355
id = 626 , gt =104 , t1 = 103.3594 , t2 =206.7188 . P-score = 0.0902 , ALOTC = 1 . t1/t2 = 2.0000 , t1/gt = 0.9938 , t2/gt = 1.9877
id = 627 , gt =104 , t1 = 103.3594 , t2 =206.7188 . P-score = 0.0463 , ALOTC = 1 . t1/t2 = 2.0000 , t1/gt = 0.9938 , t2/gt = 1.9877
id = 628 , gt =104 , t1 =  95.7031 , t2 =103.3594 . P-score = 1.0000 , ALOTC = 1 . t1/t2 = 1.0800 , t1/gt = 0.9202 , t2/gt = 0.9938
id = 629 , gt =104 , t1 =  92.2852 , t2 =103.3594 . P-score = 0.4675 , ALOTC = 1 . t1/t2 = 1.1200 , t1/gt = 0.8874 , t2/gt = 0.9938
id = 630 , gt =104 , t1 = 103.3594 , t2 =151.9991 . P-score = 0.0449 , ALOTC = 1 . t1/t2 = 1.4706 , t1/gt = 0.9938 , t2/gt = 1.4615
id = 631 , gt =104 , t1 = 103.3594 , t2 =206.7188 . P-score = 0.0405 , ALOTC = 1 . t1/t2 = 2.0000 , t1/gt = 0.9938 , t2/gt = 1.9877
id = 632 , gt =104 , t1 = 103.3594 , t2 =206.7188 . P-score = 0.0406 , ALOTC = 1 . t1/t2 = 2.0000 , t1/gt = 0.9938 , t2/gt = 1.9877
id = 633 , gt =104 , t1 = 103.3594 , t2 =206.7188 . P-score = 0.0513 , ALOTC = 1 . t1/t2 = 2.0000 , t1/gt = 0.9938 , t2/gt = 1.9877
id = 634 , gt =104 , t1 =  99.3840 , t2 =103.3594 . P-score = 1.0000 , ALOTC = 1 . t1/t2 = 1.0400 , t1/gt = 0.9556 , t2/gt = 0.9938
